symbol,log2FC,p_value_neg,p_value_pos,p_value_twosided
POGK,-2.866804857,0.000568485,0.999987644,0.004912288
CXCL10,-2.866885588,0.000558536,0.999988865,0.004831128
NME3,-2.866888945,0.000555764,0.999989197,0.004808501
MBNL2,-2.866899878,0.000619064,0.999980585,0.005323387
PSG7,-2.866953144,0.000566023,0.999987939,0.004892210
SUV420H1,-2.866971813,0.000559800,0.999988700,0.004841443
ABCD3,-2.867232782,0.000569666,0.999987435,0.004921908
UGT2B17,-2.867429666,0.000563222,0.999988281,0.004869368
RFX6,-2.867801824,0.000565967,0.999987922,0.004891752
MMP3,-2.868190714,0.000596847,0.999983570,0.005143107
IL6R,-2.868234876,0.000641268,0.999976530,0.005503108
FAM53A,-2.868239092,0.001127537,0.942685697,0.004114910
CCDC88C,-2.868283439,0.000555383,0.999989142,0.004805387
QTRT1,-2.868297167,0.000610409,0.999981719,0.005253208
ANGPT2,-2.868711144,0.003315123,0.959996676,0.014100654
ZNF165,-2.869160090,0.000560939,0.999988447,0.004850739
ELOVL3,-2.869233520,0.000604749,0.999982590,0.005207280
HOXC5,-2.869400500,0.000576706,0.999986409,0.004979273
SCAMP3,-2.869571210,0.000557239,0.999988850,0.004820539
CRLF1,-2.869645482,0.000557533,0.999988791,0.004822944
CLPTM1L,-2.869724753,0.000561213,0.999988321,0.004852973
PARP12,-2.869866579,0.000559281,0.999988562,0.004837210
EVL,-2.869925553,0.000582476,0.999985666,0.005026244
SMC6,-2.870075652,0.000729820,0.999957173,0.006215600
GGTLC2,-2.870160170,0.000557364,0.999988791,0.004821566
NACC2,-2.870215171,0.000562640,0.999988151,0.004864623
AQP2,-2.870261297,0.000600459,0.999982892,0.005172448
CRACR2A,-2.870317691,0.000573645,0.999986780,0.004954335
PEX16,-2.870345334,0.000568445,0.999987453,0.004911958
ICK,-2.870370271,0.000552964,0.999989296,0.004785637
PIANP,-2.870375633,0.003854205,0.970093798,0.018527129
BCOR,-2.870591426,0.000556226,0.999988906,0.004812276
SLC25A1,-2.870618888,0.000570907,0.999987102,0.004932031
SLC25A33,-2.870725909,0.002693917,0.950859020,0.010508523
CMPK2,-2.870969920,0.000552556,0.999989302,0.004782305
AKIRIN2,-2.870998965,0.002056670,0.999860056,0.011023921
TRIM37,-2.871043967,0.000554624,0.999989064,0.004799194
PGA3,-2.871073386,0.002847994,0.960076536,0.012113026
CTAGE4,-2.871096758,0.000578604,0.999985981,0.004994730
ZCCHC16,-2.871251302,0.000552590,0.999989285,0.004782577
ZNF707,-2.871262466,0.000565182,0.999987796,0.004885356
CYP46A1,-2.871358109,0.000571725,0.999986851,0.004938693
LRRC40,-2.871543037,0.000553037,0.999989216,0.004786231
ERMN,-2.871559005,0.000618408,0.999980100,0.005318071
ASB16,-2.871819660,0.000558774,0.999988527,0.004833077
MRGPRX3,-2.871842398,0.000560473,0.999988321,0.004846938
DROSHA,-2.871958296,0.000552567,0.999989240,0.004782392
TAS2R43,-2.872236081,0.000562212,0.999988013,0.004861126
LY6E,-2.872252740,0.000566995,0.999987470,0.004900139
GALR1,-2.872284934,0.000582546,0.999985474,0.005026815
TEX29,-2.872340539,0.000580187,0.999985686,0.005007614
MPV17,-2.872375646,0.000563933,0.999987811,0.004875165
C11orf31,-2.872782943,0.002100255,0.999840337,0.011246559
SLC35F3,-2.872929176,0.002942638,0.957849580,0.012194520
ROR1,-2.872938292,0.000567352,0.999987395,0.004903050
TREM1,-2.872981376,0.000620696,0.999979612,0.005336608
TRIM71,-2.873162897,0.000561894,0.999988016,0.004858535
UBE2U,-2.873174644,0.000558721,0.999988446,0.004832637
TSNAXIP1,-2.873315682,0.000570358,0.999986991,0.004927553
ZNF345,-2.873355502,0.000552994,0.999989081,0.004785877
SLC15A4,-2.873437416,0.003051481,0.957119762,0.012595298
IFNA8,-2.873586156,0.000558375,0.999988431,0.004829817
APLF,-2.873733452,0.000554243,0.999988918,0.004796084
PPP5C,-2.873921645,0.000551553,0.999989223,0.004774110
CLDN15,-2.873927824,0.000551303,0.999989256,0.004772067
ETV4,-2.873937270,0.000572939,0.999986631,0.004948583
LINS,-2.874071584,0.000558496,0.999988388,0.004830803
ZNF429,-2.874472308,0.000563409,0.999987777,0.004870893
RGCC,-2.874496381,0.000548287,0.999989571,0.004747422
FADS1,-2.874978930,0.000570341,0.999986834,0.004927410
SRSF12,-2.875084298,0.000595742,0.999983195,0.005134125
IL36A,-2.875101312,0.000553747,0.999988897,0.004792034
OR4K1,-2.875271037,0.000759366,0.999977177,0.006451902
OR13C2,-2.875408459,0.001568789,0.942156638,0.005670233
MYSM1,-2.875505207,0.000557345,0.999988391,0.004821408
PDLIM4,-2.875515485,0.000603083,0.999982128,0.005193753
CDK5RAP1,-2.875517055,0.000563736,0.999987623,0.004873563
FAM168B,-2.875861302,0.000564015,0.999987517,0.004875834
C12orf76,-2.876069472,0.005201912,0.956514108,0.021335195
RRP12,-2.876167874,0.000555847,0.999988577,0.004809181
KLHL14,-2.876335616,0.000559947,0.999988042,0.004842642
CD300E,-2.876783538,0.000554780,0.999988668,0.004800468
CSDE1,-2.876832932,0.000577078,0.999985808,0.004982304
VWA5B2,-2.876850700,0.000589872,0.999984093,0.005086416
UAP1L1,-2.877062963,0.004033355,0.974473301,0.020595127
SYTL3,-2.877203263,0.000546003,0.999989663,0.004728759
DAW1,-2.877374784,0.000559988,0.999987947,0.004842977
ZNF519,-2.877439871,0.000549808,0.999989200,0.004759854
NATD1,-2.877444092,0.000574664,0.999986072,0.004962637
FANCI,-2.877843033,0.000559334,0.999988048,0.004837644
SDCCAG8,-2.877910011,0.000545883,0.999989629,0.004727779
CEP57,-2.878033223,0.000571930,0.999986401,0.004940363
PKD1,-2.878238003,0.000581664,0.999984736,0.005019635
RPL3,-2.878447850,0.000544994,0.999989696,0.004720507
LOC388849,-2.878507702,0.002110852,0.999832622,0.011300647
TRIM8,-2.878695604,0.000547637,0.999989375,0.004742114
GTF2A1L,-2.878885689,0.000548701,0.999989230,0.004750810
LDLRAD2,-2.878932785,0.000560819,0.999987771,0.004849760
KRT6A,-2.879106937,0.000612424,0.999980249,0.005269556
ACSS3,-2.879144773,0.000576406,0.999985661,0.004976830
TRAPPC6A,-2.879303656,0.003309926,0.954640400,0.013249170
RSPH6A,-2.879482178,0.000546196,0.999989488,0.004730336
CAMK2A,-2.879557089,0.000549790,0.999989071,0.004759704
MSH2,-2.879624832,0.000616584,0.999979643,0.005303281
FBXO22,-2.879732869,0.000561751,0.999987525,0.004857369
CDK18,-2.879902254,0.000560061,0.999987822,0.004843572
SLC35G6,-2.879945568,0.003281694,0.963133350,0.014398793
FXR1,-2.880024213,0.000569228,0.999986605,0.004918338
YTHDF2,-2.880090561,0.000740105,0.999950167,0.006297940
FGD4,-2.880183141,0.000544517,0.999989640,0.004716610
BRD4,-2.880234059,0.000570237,0.999986433,0.004926570
PAPD4,-2.880246572,0.000548581,0.999989170,0.004749823
ENPP5,-2.880279614,0.000606279,0.999981275,0.005219702
MTFMT,-2.880288443,0.000552481,0.999988698,0.004781693
CPM,-2.880643849,0.002676992,0.953038713,0.010598828
CIRBP,-2.880663549,0.000569706,0.999986466,0.004922238
ACADL,-2.880676578,0.000554147,0.999988417,0.004795300
AMBRA1,-2.880687583,0.003375316,0.959207218,0.014282733
NEUROG1,-2.880799170,0.000550852,0.999988832,0.004768383
MTRNR2L5,-2.880819638,0.000590152,0.999985543,0.005088686
CAB39,-2.881025587,0.000556227,0.999988175,0.004812282
CYP4A22,-2.881040095,0.000575822,0.999985579,0.004972069
NPR3,-2.881078900,0.000585296,0.999984208,0.005049195
MRPS27,-2.881087087,0.000557733,0.999987984,0.004824577
GON4L,-2.881236370,0.000545104,0.999989511,0.004721407
COQ10A,-2.881249540,0.002223829,0.999775873,0.011876313
WDFY4,-2.881375146,0.000557444,0.999988015,0.004822216
TNKS1BP1,-2.881437287,0.000543365,0.999989691,0.004707183
HS2ST1,-2.881734590,0.003775444,0.961415809,0.016207737
C22orf31,-2.881747969,0.000562567,0.999987364,0.004864026
FILIP1,-2.881934847,0.000604708,0.999981163,0.005206948
C10orf67,-2.882178588,0.000551929,0.999988603,0.004777180
PFAS,-2.882253703,0.000573357,0.999985835,0.004951992
ANKRD60,-2.882278505,0.002911821,0.955082596,0.011767881
PCGF2,-2.882361487,0.000579253,0.999984947,0.005000010
SUGT1,-2.882514015,0.000560099,0.999987626,0.004843882
HIST1H3E,-2.882570982,0.000549180,0.999988918,0.004754719
ARHGAP40,-2.882654061,0.000556056,0.999988114,0.004810889
GNA11,-2.882956374,0.002996683,0.956025454,0.012202345
PLEKHN1,-2.883074078,0.000552397,0.999988475,0.004781006
CPNE3,-2.883318303,0.000571314,0.999985853,0.004935343
PTDSS2,-2.883362942,0.000546119,0.999989230,0.004729704
PPP1R3F,-2.883421833,0.000551716,0.999988559,0.004775442
PPFIA1,-2.883540323,0.000562720,0.999987136,0.004865274
PDGFB,-2.883556445,0.000545955,0.999989254,0.004728367
IGF2,-2.883769744,0.000542942,0.999989598,0.004703725
ZNF695,-2.883957625,0.000551180,0.999988602,0.004771061
TIMD4,-2.883992593,0.000549778,0.999988750,0.004759606
DNHD1,-2.884178144,0.000548022,0.999988962,0.004745262
TGIF2-C20orf24,-2.884187833,0.001198027,0.999499114,0.009890412
MRO,-2.884270783,0.000556306,0.999987961,0.004812926
TMTC3,-2.884307222,0.000545850,0.999989222,0.004727502
GPR137,-2.884390103,0.000544836,0.999989333,0.004719217
GTF2F2,-2.884506650,0.000664614,0.999969495,0.005691595
ACSM2B,-2.884548943,0.000553943,0.999988189,0.004793629
DDX1,-2.884571005,0.000552472,0.999988370,0.004781616
FANCG,-2.885060363,0.000544637,0.999989316,0.004717587
HADHB,-2.885312811,0.000544042,0.999989363,0.004712720
TBX15,-2.885425353,0.002788200,0.949827400,0.010698215
TMEM192,-2.885573626,0.003576744,0.972223931,0.017616932
DNMT1,-2.885679848,0.000562909,0.999986998,0.004866809
RPAP2,-2.885695528,0.002103397,0.999829452,0.011262593
MLKL,-2.885861599,0.000541578,0.999989623,0.004692569
MXD3,-2.885875292,0.002999044,0.962824884,0.013129582
DFFA,-2.886470890,0.000552643,0.999988197,0.004783011
ADAP1,-2.886606112,0.000578928,0.999984350,0.004997362
RBFOX1,-2.886747859,0.000560671,0.999988341,0.004848552
DHRS4L2,-2.886808871,0.002798642,0.955061215,0.011279377
TECTA,-2.886884009,0.000587704,0.999983454,0.005068784
VWA9,-2.887077485,0.000550115,0.999988526,0.004762359
CHST14,-2.887276828,0.000541858,0.999989496,0.004694866
OR6C6,-2.887504629,0.000571040,0.999985802,0.004933109
FBXL13,-2.887651485,0.000544679,0.999989113,0.004717928
ZNF22,-2.887723973,0.000545958,0.999988971,0.004728387
KIAA0355,-2.887886626,0.000571749,0.999985644,0.004938892
DNASE1L1,-2.887932605,0.000555637,0.999987795,0.004807467
SFT2D3,-2.888034260,0.000601230,0.999981308,0.005178707
PSMC1,-2.888204588,0.000565582,0.999986504,0.004888614
U2AF1,-2.888215576,0.000543965,0.999989197,0.004712092
PRAMEF6,-2.888380137,0.000566182,0.999986375,0.004893506
RNF112,-2.888497950,0.000571993,0.999985562,0.004940875
MED4,-2.888566032,0.000537634,0.999989903,0.004660306
KLRC4,-2.888832517,0.000560074,0.999987057,0.004843686
ERBB3,-2.888835273,0.000547210,0.999988746,0.004738622
TFDP2,-2.888921389,0.000550319,0.999988379,0.004764032
ZNF626,-2.889657409,0.000557183,0.999987435,0.004820090
CHMP5,-2.889733058,0.000579426,0.999984471,0.005001420
SCRN3,-2.889818205,0.000665382,0.999968624,0.005697790
AARS2,-2.889831219,0.000549685,0.999988386,0.004758850
ZC3H12A,-2.889915621,0.000539400,0.999989617,0.004674755
LGI1,-2.890016585,0.000542192,0.999989274,0.004697591
SYT10,-2.890149973,0.000552890,0.999987923,0.004785033
MAF,-2.890247335,0.000542177,0.999989268,0.004697475
TRAM1L1,-2.890366882,0.000550969,0.999988162,0.004769338
HOXA10,-2.890440451,0.000546314,0.999988710,0.004731300
TAS2R9,-2.890510645,0.000568736,0.999985752,0.004914333
RAB11B,-2.890513673,0.001009898,0.999774393,0.008430424
DLX5,-2.890549177,0.003792183,0.965507061,0.017260846
NLGN1,-2.890958870,0.000552691,0.999987949,0.004783402
DCAF13,-2.891082571,0.000551221,0.999988129,0.004771396
SIRT5,-2.891121481,0.000689996,0.999962214,0.005895990
FAM71D,-2.891190096,0.000578506,0.999984438,0.004993933
ANGPTL1,-2.891285214,0.000662600,0.999969069,0.005675353
HAAO,-2.891350335,0.000558583,0.999987031,0.004831512
TRIM49,-2.891389525,0.000550407,0.999988175,0.004764750
FAIM,-2.891590070,0.000547307,0.999988555,0.004739411
SLC19A3,-2.891640310,0.000539774,0.999989457,0.004677812
EI24,-2.891713260,0.000547117,0.999988546,0.004737865
FAM25C,-2.891858814,0.000573692,0.999985137,0.004954717
TNFSF10,-2.891891447,0.000553679,0.999987624,0.004791477
40057,-2.892063329,0.000556922,0.999987336,0.004817957
ACAD11,-2.892091255,0.000543905,0.999988905,0.004711606
CTH,-2.892230773,0.000539945,0.999989398,0.004679211
CD3G,-2.892238085,0.000539303,0.999989468,0.004673959
TAS2R13,-2.892411096,0.000598352,0.999981296,0.005155334
ADAM32,-2.892483595,0.000535246,0.999989932,0.004640763
CDC5L,-2.892521564,0.000548992,0.999988201,0.004753190
SOX1,-2.892574208,0.000536943,0.999989728,0.004654655
FGFR1,-2.892868756,0.000537229,0.999989675,0.004656995
MORC1,-2.893084676,0.002045641,0.999850102,0.010967542
AGMO,-2.893263612,0.000541753,0.999989117,0.004694002
COQ2,-2.893286768,0.000536983,0.999989672,0.004654978
ZSWIM1,-2.893326619,0.000539642,0.999989348,0.004676733
RNF111,-2.893372810,0.000560796,0.999986676,0.004849570
QRSL1,-2.893378087,0.000545975,0.999988588,0.004728524
CST6,-2.893526989,0.000555859,0.999987310,0.004809274
EFCAB9,-2.893616839,0.000558598,0.999986803,0.004831634
ENTPD5,-2.893686744,0.000566120,0.999986007,0.004893005
NIPAL3,-2.893810525,0.003374022,0.957616280,0.013918343
GSTZ1,-2.893973970,0.000576876,0.999984335,0.004980655
S100A9,-2.894199085,0.000557189,0.999987063,0.004820136
GIPC1,-2.894226299,0.000542950,0.999988917,0.004703795
RNMTL1,-2.894228952,0.000539393,0.999989334,0.004674703
SLC47A1,-2.894304521,0.000548879,0.999988166,0.004752263
LST1,-2.894421419,0.000540894,0.999989136,0.004686981
GH2,-2.894440303,0.000542826,0.999988918,0.004702781
MRPL43,-2.894550697,0.000535087,0.999989819,0.004639461
ENDOD1,-2.895113169,0.000538086,0.999989418,0.004664003
MCHR2,-2.895138140,0.000563579,0.999986181,0.004872277
SLC25A38,-2.895184234,0.000538108,0.999989429,0.004664184
CDK4,-2.895207994,0.000549532,0.999987998,0.004757598
PKP2,-2.895268351,0.000539055,0.999989299,0.004671934
DDX56,-2.895452024,0.000561190,0.999986478,0.004852788
PARM1,-2.895470332,0.000544971,0.999988602,0.004720318
OR8G2,-2.895589429,0.000546223,0.999988414,0.004730555
B3GALT4,-2.895650003,0.000559496,0.999986743,0.004838964
ESF1,-2.895811263,0.000536430,0.999989582,0.004650454
MLC1,-2.895826904,0.000538185,0.999989371,0.004664811
OR6C3,-2.895883559,0.000645885,0.999972009,0.005540417
SAP30BP,-2.896230922,0.000554062,0.999987380,0.004794599
SBSPON,-2.896265007,0.000532249,0.999990041,0.004616221
FOXP1,-2.896319714,0.000592380,0.999981888,0.005106807
MALL,-2.896329713,0.000579321,0.999983828,0.005000563
RNF151,-2.896481487,0.000565664,0.999985847,0.004889284
MXRA5,-2.896509867,0.000534438,0.999989770,0.004634144
LDB1,-2.896578351,0.000556673,0.999986963,0.004815921
USP45,-2.896580058,0.000565396,0.999985662,0.004887099
LCMT1,-2.896601520,0.000540346,0.999989077,0.004682495
ZBTB32,-2.896690970,0.000540832,0.999988993,0.004686471
RBMY1D,-2.896722475,0.000589172,0.999982299,0.005080724
GJB3,-2.896823595,0.000546888,0.999988275,0.004735991
DOPEY2,-2.896949902,0.000545201,0.999988419,0.004722195
EEF1B2,-2.896950238,0.000631298,0.999974806,0.005422466
MRFAP1L1,-2.897052795,0.000574090,0.999984525,0.004957966
PLCB1,-2.897092226,0.000587699,0.999982338,0.005068740
TRPM1,-2.897124799,0.000575244,0.999984480,0.004967363
FAM160A2,-2.897159353,0.000569239,0.999985308,0.004918436
OR52L1,-2.897326205,0.000577977,0.999984066,0.004989623
GSS,-2.897448807,0.000567196,0.999985365,0.004901773
MOB4,-2.897483563,0.000537493,0.999989348,0.004659152
FOXI3,-2.897539819,0.000539742,0.999989056,0.004677555
TMEM65,-2.897554892,0.000538841,0.999989154,0.004670184
TTYH3,-2.897606688,0.000542474,0.999988740,0.004699899
GOLGA4,-2.897637084,0.000591701,0.999981946,0.005101282
SH2D6,-2.897754163,0.000548833,0.999987833,0.004751883
ACRV1,-2.897993628,0.000561109,0.999986269,0.004852130
CTAGE9,-2.898092482,0.000552390,0.999987476,0.004780944
GP2,-2.898289880,0.000539738,0.999988995,0.004677523
DPH7,-2.898550365,0.000557195,0.999986622,0.004820181
NUP85,-2.898787894,0.000540438,0.999988889,0.004683249
ZNF506,-2.899023458,0.000584490,0.999982913,0.005042637
ENTPD6,-2.899044674,0.000547835,0.999987967,0.004743728
FIGN,-2.899467916,0.000564735,0.999985719,0.004881708
MAGEB1,-2.899577713,0.000531059,0.999989972,0.004606481
FATE1,-2.899610478,0.002835245,0.954799278,0.011390997
PRAME,-2.899629856,0.000543701,0.999988440,0.004709937
CYP4F3,-2.899650851,0.000544459,0.999988376,0.004716130
OR10AG1,-2.899698722,0.000566226,0.999985442,0.004893864
CACNA2D1,-2.899784393,0.000581310,0.999982893,0.005016756
TEF,-2.899791229,0.000725060,0.999983026,0.006177471
USP40,-2.899953285,0.000624932,0.999983844,0.005370922
LTA,-2.900089779,0.000549905,0.999987607,0.004760648
FBXL16,-2.900138428,0.002825621,0.955549648,0.011445407
PSMG1,-2.900231430,0.000545621,0.999988197,0.004725636
NRXN1,-2.900589589,0.000472495,0.999991071,0.004124984
HSD17B13,-2.900746508,0.003062709,0.957708103,0.012716487
PCBP1,-2.900817383,0.000536017,0.999989300,0.004647074
KITLG,-2.900951541,0.000535128,0.999989388,0.004639797
UBA1,-2.901071902,0.000563948,0.999985634,0.004875291
ASTE1,-2.901092542,0.000534647,0.999989462,0.004635856
TMPRSS9,-2.901289775,0.000537757,0.999989062,0.004661316
BLZF1,-2.901317949,0.000720071,0.999951453,0.006137478
XPR1,-2.901350749,0.000642619,0.999971932,0.005514028
RASD1,-2.901358183,0.000618112,0.999976735,0.005315666
PSMC4,-2.901480627,0.000530022,0.999989972,0.004597981
DSG3,-2.901506055,0.000542209,0.999988529,0.004697734
TMEM47,-2.901824054,0.000538971,0.999988858,0.004671243
SLC26A10,-2.901913067,0.000553533,0.999986914,0.004790282
C19orf53,-2.901914018,0.000532691,0.999989632,0.004619847
CCDC114,-2.901981388,0.000555690,0.999986752,0.004807900
NMT2,-2.901998201,0.000547000,0.999987795,0.004736909
SAFB2,-2.902081570,0.000541484,0.999988538,0.004691800
MAGEA4,-2.902242871,0.004490987,0.956153206,0.018302499
NIT2,-2.902366456,0.000556023,0.999986659,0.004810615
THAP9,-2.902378968,0.000734071,0.999984064,0.006249646
GIT1,-2.902612028,0.000555191,0.999986786,0.004803820
RNF128,-2.902801029,0.000529296,0.999989973,0.004592039
CALHM2,-2.902820087,0.003719742,0.983279989,0.022242634
TTL,-2.902836686,0.000530105,0.999989875,0.004598667
HINT3,-2.902998380,0.000534442,0.999989339,0.004634180
MED19,-2.903058234,0.000557281,0.999986440,0.004820887
PPA2,-2.903198970,0.000530849,0.999989772,0.004604755
SMOX,-2.903459269,0.000533401,0.999989454,0.004625658
TMEM19,-2.903624773,0.000543906,0.999988182,0.004711613
RNF17,-2.903670288,0.000546999,0.999987709,0.004736897
NUDT13,-2.903683824,0.000545549,0.999987875,0.004725046
BLVRB,-2.903752889,0.000532962,0.999989483,0.004622063
TMEM160,-2.904327059,0.000541738,0.999988356,0.004693878
C2orf70,-2.904357181,0.000532446,0.999989505,0.004617833
TEX35,-2.904413681,0.000533722,0.999989326,0.004628282
INSIG1,-2.904597925,0.000546627,0.999987772,0.004733860
USP17L29,-2.904811289,0.000553926,0.999986786,0.004793494
ST3GAL5,-2.904879534,0.000528812,0.999989904,0.004588073
BLM,-2.904969308,0.000535268,0.999989143,0.004640942
RBM18,-2.905018358,0.000564553,0.999985355,0.004880222
IDO2,-2.905064175,0.000534916,0.999989136,0.004638056
ANHX,-2.905474251,0.000773828,0.999981351,0.006567323
NUTF2,-2.905771372,0.000553639,0.999986534,0.004791149
TOB2,-2.905772696,0.000545132,0.999987837,0.004721639
HIST1H2BN,-2.905918520,0.000534864,0.999989070,0.004637633
PGLYRP1,-2.906050550,0.000563945,0.999985356,0.004875267
LYPD6B,-2.906070601,0.000551081,0.999986975,0.004770256
UBE2D2,-2.906082552,0.000532451,0.999989381,0.004617881
MTG2,-2.906107060,0.000562488,0.999985473,0.004863377
ARL6IP1,-2.906138198,0.000525502,0.999990205,0.004560948
NME1,-2.906190318,0.002683366,0.953910515,0.010722874
RAE1,-2.906215292,0.002020705,0.999851733,0.010840002
DCPS,-2.906264200,0.000528433,0.999989847,0.004584970
PPT2,-2.906341803,0.000554771,0.999986555,0.004800391
CYB561,-2.907172451,0.000526205,0.999990059,0.004566710
EFTUD2,-2.907240428,0.000537953,0.999988664,0.004662918
HAS3,-2.907243318,0.002142297,0.942845213,0.007743972
RECQL,-2.907253184,0.000533989,0.999989135,0.004630475
RHOV,-2.907270409,0.003344709,0.958089499,0.013863757
TCEA3,-2.907435737,0.000590555,0.999980968,0.005091965
UHRF1BP1L,-2.907493050,0.000537351,0.999988724,0.004657991
RBM26,-2.907577264,0.000539352,0.999988431,0.004674367
CHST6,-2.907585480,0.000530705,0.999989500,0.004603579
DUSP10,-2.907597589,0.000555894,0.999986227,0.004809566
PALD1,-2.907637713,0.000566313,0.999984772,0.004894575
PSD2,-2.907671511,0.002875021,0.990099986,0.020752757
DMRTA2,-2.907712340,0.000528539,0.999989757,0.004585837
FAM102B,-2.907859411,0.000536203,0.999988763,0.004648597
ARV1,-2.908056866,0.000547425,0.999987394,0.004740381
ARHGAP11B,-2.908400072,0.000535254,0.999988881,0.004640825
IGF2R,-2.908613247,0.000534218,0.999989016,0.004632345
LCE2D,-2.908667568,0.000530534,0.999989450,0.004602177
ZNF649,-2.908705283,0.001471875,0.999746334,0.011982742
SOHLH2,-2.908778077,0.000559529,0.999985478,0.004839236
TMEM258,-2.908786804,0.000545536,0.999987452,0.004724941
HTR5A,-2.908911812,0.000556067,0.999986107,0.004810975
WNT2B,-2.909442226,0.000523774,0.999990200,0.004546786
CFTR,-2.909509901,0.000530619,0.999989378,0.004602874
PLEKHG2,-2.909613697,0.000539018,0.999988380,0.004671630
PSMD7,-2.909636658,0.000529969,0.999989441,0.004597554
INPP1,-2.909827260,0.000533301,0.999989051,0.004624839
ZDHHC7,-2.909864092,0.002331560,0.950393015,0.009006026
AMPD2,-2.909908064,0.000527410,0.999989739,0.004576587
RNF32,-2.909932924,0.000557815,0.999985796,0.004825241
POTEB,-2.910095805,0.000530991,0.999989296,0.004605925
GLYAT,-2.910115521,0.000528971,0.999989532,0.004589376
DBT,-2.910358255,0.000567804,0.999984056,0.004906732
KRTAP4-9,-2.910479009,0.000575418,0.999982792,0.004968785
ZNF490,-2.910492903,0.000559735,0.999985276,0.004840918
SLC10A7,-2.910620972,0.000522444,0.999990283,0.004535885
TP53TG5,-2.910721523,0.000528552,0.999989570,0.004585939
UBE2N,-2.910867818,0.000550676,0.999986798,0.004766943
SUDS3,-2.910979257,0.000538886,0.999988296,0.004670551
LOC100131303,-2.911036328,0.000536737,0.999988523,0.004652966
ASCL4,-2.911077501,0.000525896,0.999989849,0.004564180
NIPA2,-2.911105586,0.000526950,0.999989730,0.004572818
RHOG,-2.911343730,0.000545560,0.999987349,0.004725132
CAPZA3,-2.911433022,0.000532301,0.999989072,0.004616647
HELB,-2.911439941,0.000530878,0.999989251,0.004604992
CT55,-2.911494753,0.000576396,0.999983013,0.004976743
LTN1,-2.911548112,0.000531605,0.999989145,0.004610949
GUCA2A,-2.911624262,0.000529397,0.999989400,0.004592862
STX17,-2.911646334,0.000548946,0.999986932,0.004752813
LOC101060321,-2.911669190,0.000527838,0.999989577,0.004580089
PRSS53,-2.911846839,0.000534286,0.999988721,0.004632906
HEPN1,-2.912067467,0.000540229,0.999988024,0.004681536
OTUD4,-2.912170208,0.000540391,0.999987910,0.004682862
IGFBP6,-2.912615549,0.000540197,0.999987946,0.004681273
PICALM,-2.912676232,0.000523741,0.999989997,0.004546511
GPRIN1,-2.912690756,0.000581937,0.999981890,0.005021861
FAM157B,-2.912791124,0.003326516,0.972052119,0.016374096
PIGM,-2.912930452,0.000524686,0.999989875,0.004554259
SLBP,-2.913144123,0.000521851,0.999990195,0.004531019
CYSTM1,-2.913259230,0.003439386,0.963676276,0.015287151
KDM6A,-2.913259631,0.000531653,0.999988997,0.004611345
ARHGEF12,-2.913325754,0.000543234,0.999987555,0.004706118
TFPI2,-2.913524449,0.000544444,0.999987378,0.004716013
SAMD15,-2.913588525,0.000520157,0.999990365,0.004517129
SNRNP200,-2.913635199,0.000536167,0.999988340,0.004648302
CCR5,-2.913642735,0.000524462,0.999989865,0.004552421
KIAA1614,-2.913648766,0.000526266,0.999989640,0.004567210
RNF7,-2.913750941,0.000545360,0.999987291,0.004723501
KHDRBS1,-2.913849131,0.000520183,0.999990345,0.004517341
TAF6,-2.913867453,0.000541098,0.999987808,0.004688648
KLHL22,-2.914083082,0.000527175,0.999989489,0.004574658
NT5DC3,-2.914155492,0.000548252,0.999986841,0.004747136
RSPH1,-2.914176696,0.000523175,0.999989969,0.004541878
DYRK1A,-2.914234890,0.000548475,0.999986801,0.004748962
SLC44A3,-2.914492154,0.000576545,0.999982507,0.004977964
ENPP2,-2.914628680,0.000523031,0.999989963,0.004540691
TM2D1,-2.914840744,0.002543200,0.952279914,0.010018919
MRPL33,-2.914862695,0.000528040,0.999989344,0.004581748
CD8B,-2.915122981,0.000545502,0.999987066,0.004724660
WDR24,-2.915446615,0.003096307,0.949567358,0.011847190
PSMD5,-2.915565272,0.000523855,0.999989800,0.004547449
LMBR1,-2.915745805,0.000526787,0.999989439,0.004571481
SPPL2A,-2.915746177,0.002379024,0.951220000,0.009258675
F11,-2.915788717,0.000527512,0.999989358,0.004577418
BRD2,-2.915889587,0.000521917,0.999990014,0.004531560
HOXD3,-2.915894542,0.000549056,0.999986513,0.004753709
ADGRE1,-2.916211423,0.000535977,0.999988263,0.004646747
PLA2G10,-2.916233497,0.000528307,0.999989200,0.004583934
SSTR1,-2.916311570,0.000522816,0.999989883,0.004538934
OTOP2,-2.916401798,0.000524360,0.999989706,0.004551589
PQLC3,-2.916480336,0.000535272,0.999988255,0.004640974
PRR3,-2.916501221,0.000542045,0.999987509,0.004696388
CPSF4L,-2.916564113,0.000546287,0.999986812,0.004731080
EXOC5,-2.916646353,0.002622191,0.991639718,0.020099188
FAM133B,-2.916685370,0.000522422,0.999989912,0.004535698
FEM1C,-2.916718802,0.000525069,0.999989595,0.004557404
STATH,-2.917016206,0.000521028,0.999990053,0.004524274
TMEM39B,-2.917103320,0.000530592,0.999988831,0.004602657
SRGAP2,-2.917104285,0.000539424,0.999987653,0.004674951
C9orf172,-2.917176761,0.002120004,0.946231348,0.007903323
GOLT1B,-2.917255108,0.000641421,0.999969752,0.005504342
FBXO34,-2.917517982,0.002183023,0.946107966,0.008127919
