symbol,log2FC,p_value_neg,p_value_pos,p_value_twosided
BAMBI,-2.777875272,0.002587976,0.999142579,0.020205041
CRNKL1,-2.625122978,0.002588573,0.999570482,0.020209328
CT83,-2.383918485,0.002589775,0.999893331,0.020217974
FOS,-1.842186391,0.002591192,0.999895319,0.020228152
CIDEB,-2.591651420,0.002591422,0.945585489,0.009576210
CMAS,-3.154138789,0.002591595,0.967279688,0.012028556
ACAP2,-3.121225693,0.002591906,0.968319577,0.012190089
THOC1,-2.180186987,0.002592092,0.999864589,0.020234622
INO80C,-2.954487053,0.002592258,0.985466864,0.016424835
KCNH8,-3.018657705,0.002593275,0.992324131,0.020243123
MCF2L,-2.601954131,0.002593862,0.999652283,0.020247342
SERPINA12,-2.704885998,0.002594903,0.949389432,0.009930674
OR12D2,-3.143547714,0.002596117,0.999860626,0.020263547
MRPS16,-3.303566788,0.002597033,0.999733450,0.020270127
LGMN,-2.914013794,0.002598438,0.973858832,0.013254374
DTHD1,-2.900169239,0.002600678,0.995700123,0.020296313
ABHD14B,-3.683345122,0.002601613,0.971372313,0.012884204
PQLC3,-2.447570004,0.002602189,0.999829704,0.020307170
TMEM33,-3.183483281,0.002602647,0.972745972,0.013039697
GOLGA8K,-3.141820375,0.002603274,0.999810971,0.020314966
GOLGA8R,-2.130187919,0.002603380,0.999635310,0.020315728
OCSTAMP,-3.005000752,0.002604229,0.945864360,0.009681433
ATG7,-3.090963774,0.002604614,0.977389639,0.014024491
PIK3R2,-2.867980156,0.002606512,0.996458803,0.020338224
KLHDC10,-2.601781201,0.002606736,0.832764315,0.004938979
SLC9A6,-2.919056166,0.002607755,0.995072695,0.020347150
AHSA2,-3.148093160,0.002608716,0.979888686,0.014676116
BMP7,-2.557801374,0.002609969,0.944327164,0.009563930
CSRNP2,-2.707281585,0.002611936,0.999748617,0.013840921
BORA,-2.894736437,0.002612569,0.953985477,0.010457189
SMIM22,-2.920300940,0.002612635,0.984746575,0.016326749
C3orf30,-3.132829893,0.002612848,0.965254289,0.011847040
C17orf59,-3.021235905,0.002613864,0.999437979,0.020391022
PRSS37,-3.413265535,0.002613920,0.943718389,0.009601386
SAMM50,-2.999604798,0.002614880,0.976044150,0.013760582
PTPN5,-3.092150898,0.002615260,0.984289497,0.016210214
C14orf93,-2.927692595,0.002616083,0.992203368,0.020406959
MS4A3,-3.171393672,0.002616333,0.991378451,0.020013122
ZDHHC22,-3.439107494,0.002616437,0.984446621,0.016507333
PPP1R12C,-3.092928638,0.002617301,0.991344877,0.019799217
IRF1,-2.650654824,0.002618299,0.999796403,0.013872973
PNMA6A,-3.048499690,0.002618314,0.988910037,0.018236370
EIF4EBP2,-3.227856618,0.002619343,0.978220165,0.014549226
C12orf60,-2.762541566,0.002620282,0.998471224,0.020437103
ZDHHC20,-3.191820701,0.002620817,0.959305996,0.011096622
ZDHHC18,-2.599608370,0.002621090,0.999769396,0.020442903
TNNI2,-2.800445806,0.002621601,0.952359061,0.010305977
NSFL1C,-3.040924754,0.002621790,0.983108043,0.015908707
LGALS9,-2.953397578,0.002622881,0.963096397,0.011551159
MDM2,-2.757257013,0.002623602,0.944370758,0.009583873
YOD1,-2.852417546,0.002624367,0.948726980,0.009973020
TMOD2,-1.782601535,0.002625036,0.999909927,0.020471223
HTRA4,-2.944951074,0.002627727,0.947225681,0.009839020
RNF112,-2.456511401,0.002627792,0.999777241,0.020491005
FIGLA,-2.879363509,0.002628047,0.998550101,0.020492835
TMEM109,-2.359593173,0.002628139,0.940898351,0.009316339
TRPM3,-3.003790367,0.002628258,0.995605729,0.020494352
UCHL3,-3.054193323,0.002629265,0.975787929,0.013775171
POLR3GL,-3.110723802,0.002630718,0.963144155,0.011610716
TXNDC11,-2.736582175,0.002631843,0.999474213,0.020520079
AMACR,-2.874318981,0.002631869,0.997112500,0.020520267
PITPNC1,-2.682030967,0.002632487,0.998615160,0.020524697
POP4,-2.366292000,0.002632973,0.999852916,0.020528187
LAPTM4A,-3.091248858,0.002633302,0.995722596,0.020530549
PHKA1,-3.042793750,0.002636635,0.985790576,0.016833544
DNAJB5,-2.985643008,0.002636998,0.983836580,0.016072769
EIF2AK1,-1.956645637,0.002638799,0.999823582,0.020569981
MTCH1,-2.897599789,0.002639419,0.998102994,0.020574429
NDUFAF5,-2.617450268,0.002640703,0.941390122,0.009433428
CCL27,-2.710998246,0.002641167,0.999309074,0.020586971
NEMF,-2.687320365,0.002641339,0.999454619,0.020588203
MED10,-3.114168530,0.002641977,0.976843684,0.014129079
GOLGA3,-2.965739793,0.002642228,0.950577662,0.010202481
KIAA0195,-3.071719243,0.002644444,0.969470419,0.012611506
ZNF200,-2.601913460,0.002645102,0.999715631,0.020615196
CYSLTR1,-2.883693043,0.002645541,0.998147854,0.020618341
GRWD1,-2.831105449,0.002645882,0.997664214,0.020620785
COL13A1,-3.094113110,0.002646186,0.985621016,0.016832914
SCFD2,-2.725240556,0.002647188,0.921394629,0.008097530
CETN3,-2.976003848,0.002647975,0.996477684,0.020635801
RBP3,-2.930384383,0.002648457,0.993858664,0.020639251
SCUBE1,-2.904406071,0.002648710,0.998606668,0.020641070
FTCD,-2.943899627,0.002649833,0.979268450,0.014735038
ZNF460,-2.377792893,0.002650151,0.941431273,0.009436452
C12orf71,-3.027538958,0.002650443,0.979466211,0.014830233
GK,-2.989059574,0.002651116,0.990082442,0.019203085
TFRC,-2.927108612,0.002651568,0.988913547,0.018455355
MARCO,-3.097484084,0.002652716,0.991252134,0.020081894
SERPINB8,-3.137898708,0.002652787,0.974413838,0.013598313
RORC,-2.688184101,0.002652934,0.945150543,0.009769436
DMC1,-2.996242578,0.002653354,0.950642271,0.010256990
SCN1B,-2.902148460,0.002655214,0.949116653,0.010117317
KIFC3,-2.868382710,0.002655512,0.997224908,0.020689839
ARL5B,-1.837165600,0.002655690,0.999886096,0.020691115
THEMIS,-2.762750918,0.002656140,0.999087878,0.020694340
ACOT8,-2.810935777,0.002656965,0.963150821,0.011704906
PLAUR,-2.689830130,0.002657068,0.999127310,0.020700991
FDFT1,-2.946135495,0.002658343,0.952355888,0.010457535
RAB37,-1.905422409,0.002658770,0.999853701,0.020713196
GPRC6A,-2.632226497,0.002659658,0.999466504,0.020719557
C20orf173,-2.890795268,0.002660327,0.948520599,0.010080213
PTCH1,-2.589900994,0.002660818,0.999821793,0.020727875
CEP295NL,-2.938167982,0.002660913,0.945511919,0.009811958
KCTD21,-3.166131218,0.002661101,0.967761850,0.012435622
SLC18A1,-2.749918834,0.002663284,0.997725345,0.020745548
PQBP1,-2.868441254,0.002663288,0.998144555,0.020745576
AQP5,-2.815510385,0.002663424,0.953387937,0.010563366
HAUS2,-1.880333382,0.002663616,0.999859895,0.020747927
VWF,-3.042828450,0.002665182,0.955032199,0.010747840
OR10G9,-3.045891258,0.002666521,0.982293194,0.015720418
JAKMIP2,-3.012825325,0.002666703,0.955423331,0.010822462
SKIV2L2,-2.628750375,0.002666767,0.999795014,0.014116953
WDR88,-2.746572323,0.002668815,0.998016224,0.020785183
FIBIN,-2.628692496,0.002669817,0.999523800,0.020792363
HEPHL1,-3.132485945,0.002669959,0.990663136,0.019769229
ARRB1,-2.925870878,0.002670232,0.959388781,0.011273622
IFI27L2,-2.800793970,0.002670675,0.998518360,0.020798512
RIC8A,-2.874606411,0.002671435,0.961711071,0.011603253
ZNF806,-2.749872140,0.002672155,0.996796626,0.020809115
ZER1,-3.021843772,0.002672201,0.952805588,0.010540933
ARMCX5,-2.597383734,0.002672356,0.999676171,0.020810557
LCAT,-2.998609873,0.002673230,0.972889324,0.013376514
CYB5D1,-3.592984347,0.002673858,0.950977913,0.010623061
MYO5C,-3.228830600,0.002673869,0.969996111,0.012936405
NKIRAS2,-2.432420385,0.002674371,0.999649108,0.020824993
AZU1,-3.051094343,0.002674375,0.967839925,0.012474900
CD300LG,-2.615764502,0.002674431,0.999127003,0.020825424
ITGB6,-2.640848882,0.002677564,0.998613006,0.020847868
SF3B6,-2.752342099,0.002678387,0.947085217,0.010043157
C19orf66,-2.891491387,0.002678769,0.983592831,0.016239532
XRCC6,-2.871267632,0.002679728,0.943897660,0.009769256
DRG2,-3.073955597,0.002680305,0.987568622,0.017966757
VPS45,-2.367083823,0.002680784,0.999777468,0.020870930
ITM2B,-2.872822878,0.002681290,0.993261012,0.020874551
NPRL3,-2.480113304,0.002682059,0.940801197,0.009552690
UBIAD1,-3.095724656,0.002682978,0.993339849,0.020886639
SAV1,-2.640241078,0.002683605,0.999778789,0.014201647
DRICH1,-3.006580527,0.002683812,0.979307872,0.014948495
SPINK2,-2.591673689,0.002684533,0.999584936,0.020897778
OR5M11,-3.054964215,0.002685398,0.967448133,0.012480938
OGG1,-2.936521657,0.002685516,0.959863391,0.011390575
NUP188,-3.033242438,0.002688412,0.965468784,0.012176734
ANKRD2,-2.940863382,0.002688583,0.997212606,0.020926777
ACTB,-3.027050083,0.002688706,0.988321413,0.018437355
SLC22A20,-2.836900328,0.002689218,0.943018941,0.009698462
PIGW,-2.829320796,0.002690214,0.995521571,0.020938456
ARSK,-3.263693834,0.002690451,0.967770365,0.012561700
ZNF705E,-2.213746604,0.002690994,0.999324609,0.020944041
FAM46D,-2.755452185,0.002692219,0.998503616,0.020952808
NIPAL1,-2.920209279,0.002692663,0.989194287,0.018967849
GRK4,-3.027387525,0.002692903,0.985620343,0.017111489
DEFB110,-2.967023266,0.002693743,0.950961792,0.010481282
TRIM39,-2.815450172,0.002694035,0.984547375,0.016677142
VCX,-3.009918967,0.002694667,0.954698960,0.010834292
DYNC1H1,-2.808186396,0.002696794,0.960475567,0.011521331
CYB561D2,-2.691261940,0.002697327,0.998763533,0.020989372
ACSM6,-2.600589825,0.002697361,0.945576617,0.009950212
FBXW12,-2.848689694,0.002699027,0.998338284,0.021001540
CHMP7,-3.051006113,0.002699777,0.980313015,0.015314998
TTPA,-2.806470693,0.002699948,0.998328589,0.021008132
UCMA,-2.846925967,0.002704889,0.956185536,0.011045136
ELP2,-3.050132323,0.002705745,0.985173583,0.017016122
GSDMD,-2.562116512,0.002705839,0.944698364,0.009942051
ADCYAP1R1,-3.025659730,0.002705980,0.987346445,0.017996534
C1QTNF9,-2.668185067,0.002707062,0.942741158,0.009744468
CRIP2,-3.237355130,0.002707275,0.999275749,0.021060564
FNIP1,-2.804872291,0.002708728,0.995531952,0.021070964
EZR,-2.974357307,0.002709126,0.995216069,0.021073812
RGS9,-2.718421839,0.002709228,0.968081432,0.012696251
NPTX1,-2.775432653,0.002709400,0.998556402,0.021075767
CAB39,-2.499363741,0.002709833,0.999686066,0.021078864
GOLPH3L,-2.930355183,0.002710000,0.946763940,0.010104441
PRSS42,-2.947155790,0.002710839,0.997739401,0.021086062
NEURL3,-2.796855446,0.002710939,0.999594544,0.014339061
OGN,-2.765042208,0.002711423,0.999063049,0.021090243
MRPS15,-2.866938802,0.002712646,0.952913959,0.010716756
KCTD1,-3.041551167,0.002714385,0.993188610,0.021111429
POLD4,-2.688168965,0.002715987,0.944921512,0.009975285
SLC22A15,-2.496755560,0.002716006,0.998684894,0.021123025
ABCA7,-3.101042540,0.002716024,0.999726922,0.021123153
MPP6,-2.906673160,0.002718266,0.948757130,0.010321898
DEF8,-3.036602927,0.002720640,0.971763787,0.013404711
RBBP4,-2.732224528,0.002720852,0.998776399,0.021157684
VAV1,-2.471145237,0.002721316,0.940645850,0.009635410
KRTDAP,-2.863894588,0.002723585,0.993000829,0.021177230
KRT15,-3.222810689,0.002724716,0.998949122,0.021185317
SGTA,-2.627914629,0.002726514,0.999771798,0.014417322
PDGFA,-2.972539654,0.002727094,0.991846075,0.021025836
MPHOSPH8,-3.171141870,0.002727491,0.955781175,0.011089644
WARS,-3.609105295,0.002728006,0.999101388,0.014424820
SEBOX,-2.726857232,0.002728564,0.999312702,0.021212830
ILF2,-3.032245769,0.002728873,0.999679424,0.021215035
ZFHX4,-3.066846627,0.002729619,0.982974785,0.016330678
SPTY2D1,-3.211421891,0.002731188,0.999177623,0.021231587
ACOT4,-3.118427109,0.002731614,0.985796651,0.017437296
TNIP1,-2.785211934,0.002731912,0.993434451,0.021236765
GOLGA6C,-2.741784469,0.002732801,0.944325282,0.009986229
LILRB1,-2.774490759,0.002733241,0.998443667,0.021246262
MB21D2,-2.911965187,0.002733644,0.993830621,0.021249142
ZNF141,-3.097272515,0.002734321,0.969075051,0.013002294
DUSP18,-3.032563579,0.002734524,0.990257886,0.019907227
RABGAP1,-2.637818808,0.002734619,0.999720643,0.021256113
SLC35A2,-2.515281942,0.002736933,0.999756623,0.021272648
ARID2,-2.997297151,0.002738842,0.994250376,0.021286292
OLFML2A,-2.770276471,0.002738958,0.998686781,0.021287121
PKP1,-2.309152729,0.002741628,0.939556942,0.009674095
CKLF-CMTM1,-2.626544222,0.002742150,0.998845477,0.021309935
ACSBG1,-2.987103397,0.002743188,0.968240495,0.012905773
PABPC5,-3.011675513,0.002743358,0.954348156,0.010984430
OR9I1,-3.097791674,0.002743591,0.985678304,0.017508707
MEPE,-2.273992195,0.002743869,0.999847954,0.021322218
RUNX2,-2.779349843,0.002744912,0.997883078,0.021329670
LIMS2,-2.753859647,0.002745391,0.997809463,0.021333089
ADGRB2,-3.052016378,0.002745640,0.967770053,0.012886420
TMEM117,-2.903719324,0.002745991,0.991316039,0.020744428
SYDE2,-2.776379527,0.002746642,0.951406448,0.010708504
PKIB,-3.022071789,0.002747796,0.985549454,0.017492483
BROX,-2.982928112,0.002750321,0.987890178,0.018547979
SDHAF1,-3.502866339,0.002751448,0.999768991,0.021376362
SRSF6,-2.696804166,0.002751774,0.998965802,0.021378688
GNA12,-2.933970185,0.002752030,0.958452980,0.011493286
PSD3,-2.987921069,0.002753611,0.946746397,0.010280798
RANGRF,-2.826937768,0.002754432,0.968337816,0.012931709
RCE1,-3.724303411,0.002754450,0.997300202,0.021397803
ZNF486,-2.521557576,0.002754885,0.941103312,0.009785655
ITFG2,-2.742425219,0.002755147,0.999411360,0.021402784
PCSK5,-2.643769787,0.002755260,0.857400553,0.005857716
EREG,-3.018883948,0.002755314,0.953016044,0.010881413
TBX15,-2.951976542,0.002755907,0.954000796,0.011010147
CYP26A1,-2.855569408,0.002757093,0.997121404,0.021416678
DAP3,-2.684778439,0.002757917,0.998372207,0.021422568
ADCY2,-2.874419919,0.002758515,0.948569469,0.010451005
TMEM51,-2.956535239,0.002758545,0.990295562,0.020131743
IL13,-3.178249164,0.002758618,0.981398459,0.016049535
GART,-2.825748322,0.002758993,0.949164765,0.010519105
TOR2A,-2.870485212,0.002759144,0.971983740,0.013722785
RNF139,-2.871099948,0.002759718,0.997580066,0.021435430
GPR12,-2.902419987,0.002760374,0.987707676,0.018572867
INTS1,-2.673119127,0.002760433,0.998223466,0.021440530
GABRA3,-2.893654714,0.002760670,0.996980138,0.021442228
ZBTB7C,-3.535643050,0.002762562,0.999284682,0.021455731
IQCA1,-3.053468615,0.002762680,0.980509575,0.015699645
SLC23A3,-3.138485915,0.002762842,0.986529974,0.017991626
SEMA3B,-2.855879465,0.002762930,0.946534250,0.010289830
OR8B8,-2.837310440,0.002764255,0.986695622,0.018069215
KDM8,-3.092002304,0.002765009,0.971775541,0.013605306
LPAR1,-2.183637061,0.002766024,0.940833296,0.009800865
ZNF18,-2.569037226,0.002766166,0.999533343,0.021481469
KIDINS220,-3.071027166,0.002767202,0.976450989,0.014743380
PRKAG1,-2.328548547,0.002769660,0.999850056,0.021506411
CISH,-2.596706116,0.002770468,0.999722074,0.021512180
LOXL3,-2.503789762,0.002773583,0.997574475,0.021534409
RLTPR,-3.481182175,0.002774947,0.999449035,0.014660503
MROH1,-3.090953153,0.002777199,0.976508574,0.014865504
NR2F2,-3.179159246,0.002778757,0.988585841,0.019266690
GBA,-2.756711637,0.002779310,0.962951284,0.012245709
PIWIL3,-3.026113908,0.002779859,0.999551809,0.021579201
PLK3,-3.076910049,0.002780655,0.984634788,0.017232725
ART5,-3.351092368,0.002781747,0.999552938,0.021592675
ZNF880,-1.853152778,0.002782864,0.999856056,0.021600641
CIB1,-2.201365329,0.002784973,0.999240854,0.021615685
SAMD9,-2.831380089,0.002786016,0.998523484,0.021623129
ARL6IP6,-2.699319765,0.002787334,0.998525816,0.021632533
ADGRE2,-2.943777132,0.002788251,0.997267337,0.021639074
LCE1D,-3.103715705,0.002788292,0.994460723,0.021639362
NOTCH4,-2.759107747,0.002789346,0.998358342,0.021646885
NACAD,-2.361674863,0.002789636,0.999816268,0.021648949
NSMAF,-2.728018844,0.002789954,0.998107595,0.021651221
CHMP2A,-2.605058592,0.002792927,0.999764795,0.014750710
NSUN2,-2.939244754,0.002793407,0.990328747,0.020343512
BEST1,-3.014848424,0.002793972,0.971222049,0.013646317
VCAN,-2.751833986,0.002794632,0.997881720,0.021684588
RAB27B,-2.581920113,0.002796488,0.944846697,0.010293651
ZNF558,-3.106597997,0.002797719,0.957435766,0.011572927
TIMM8B,-3.268885310,0.002800067,0.998246762,0.021723346
CYP1A1,-2.327024893,0.002801485,0.999890672,0.021733451
VSIG1,-2.993541181,0.002802251,0.977002700,0.014973890
ARMC12,-3.116072106,0.002804115,0.957206799,0.011571879
B3GALNT1,-2.605606361,0.002804124,0.999578651,0.021752269
SLC38A3,-3.066870869,0.002804493,0.999677142,0.021754901
CCDC66,-2.703157126,0.002804583,0.998088403,0.021755544
CBX7,-3.002487383,0.002806031,0.975881478,0.014696395
RIC1,-3.014561023,0.002806670,0.987778379,0.019048830
MEF2B,-2.850127129,0.002806689,0.945544334,0.010343331
KLHL3,-2.840654673,0.002807972,0.995690775,0.021779699
SLC26A1,-2.727558112,0.002810195,0.947261883,0.010511036
DUSP19,-2.571794787,0.002810689,0.999786081,0.014839792
LGALS7B,-3.126238539,0.002811862,0.989649075,0.020233236
GSX2,-2.965294286,0.002812926,0.951796788,0.011060302
FBLN2,-2.368801058,0.002814127,0.940663192,0.009944329
NGEF,-3.336178050,0.002814148,0.991374297,0.021683758
GTPBP8,-3.011109628,0.002814261,0.972566675,0.014004135
VPS4B,-2.698738181,0.002814664,0.998116604,0.021827399
NECAB3,-3.012750344,0.002815453,0.991506688,0.021487621
OR14J1,-2.921131737,0.002815677,0.977516314,0.015197716
ALKBH6,-2.934843669,0.002816693,0.949909616,0.010837940
CDKAL1,-2.845940778,0.002817944,0.967480482,0.013081369
PRRX1,-3.061614536,0.002820069,0.980252889,0.015985917
SLC35C2,-2.792828845,0.002824081,0.996908152,0.021894494
AHCY,-2.870799328,0.002826500,0.973193254,0.014189188
FUT7,-2.671462347,0.002826711,0.998702941,0.021913229
ZNF771,-2.996949756,0.002826802,0.961182214,0.012193505
ERCC6-PGBD3,-2.993232958,0.002827053,0.957670678,0.011747752
KRT7,-2.649129998,0.002828980,0.946715849,0.010614557
KDM3A,-2.798089927,0.002829893,0.948155228,0.010673721
TBC1D8B,-2.676194182,0.002830257,0.999243726,0.021938491
KLHL25,-2.566359197,0.002830505,0.909772694,0.008053387
PPP2R3A,-2.926229381,0.002830808,0.989570309,0.020138779
ZNF587,-3.195388665,0.002831258,0.976289265,0.014930786
SAMD5,-3.007238170,0.002833358,0.955668893,0.011493586
CCR1,-2.774180523,0.002834849,0.996830035,0.021971194
RPRML,-2.812564183,0.002836274,0.994037191,0.021981339
ANAPC1,-2.586160143,0.002836916,0.941947902,0.010142212
MALSU1,-2.892204558,0.002837066,0.963480988,0.012548726
TBPL2,-2.585405195,0.002838081,0.999474443,0.021994205
C17orf89,-3.219828633,0.002838282,0.998751421,0.021995638
MIS18A,-2.293150513,0.002838335,0.940617850,0.010029987
CWC27,-2.452230139,0.002839628,0.999393799,0.022005224
FAM124B,-2.921394625,0.002844812,0.985652241,0.018066400
WDYHV1,-3.130234497,0.002846555,0.989061281,0.019918703
GPR156,-2.928970877,0.002847936,0.954812493,0.011459562
KCNC3,-2.943235297,0.002848248,0.995206246,0.022066586
CCNB1IP1,-2.952620405,0.002848276,0.991384437,0.021560085
ANKRD50,-2.927846854,0.002849085,0.953931961,0.011350246
CDH18,-3.010082083,0.002849687,0.990432962,0.020896664
ARL14EPL,-2.779462934,0.002852060,0.949804565,0.010955095
PSPN,-2.993201896,0.002852250,0.974032795,0.014521688
ENPP4,-2.939190759,0.002853079,0.964747171,0.012793392
MS4A5,-2.923831940,0.002855198,0.965701232,0.012943157
NOXO1,-2.722692647,0.002855838,0.951118465,0.011073671
TMEM62,-2.768769224,0.002856108,0.951792116,0.011144038
CCNK,-2.790927371,0.002857066,0.945618919,0.010529061
LOR,-2.767932896,0.002857481,0.944445804,0.010434647
KRTAP5-5,-2.586005510,0.002861358,0.999616961,0.022159881
SLC47A2,-2.679592533,0.002861763,0.945421091,0.010533836
HIST2H3D,-2.547599450,0.002862639,0.999786538,0.015100117
CALB2,-2.768417768,0.002864126,0.946277856,0.010628974
KRI1,-2.824887716,0.002865656,0.976317448,0.015105313
CSRP3,-3.320828908,0.002866568,0.996270873,0.022196942
PHOSPHO2-KLHL23,-2.712854115,0.002867236,0.999034819,0.022201697
ALG10B,-2.812031585,0.002867371,0.955092116,0.011582923
H2AFV,-2.898857326,0.002867843,0.996099097,0.022206010
MUSTN1,-2.901302009,0.002868226,0.968854222,0.013539174
NEUROD1,-2.802175963,0.002869130,0.996295363,0.022215167
EML5,-2.698838595,0.002870089,0.948016778,0.010818015
BSDC1,-2.965521847,0.002871527,0.999540121,0.022232213
HECW2,-2.756006097,0.002874474,0.998534607,0.022253170
ARHGEF4,-2.249140016,0.002874605,0.999826454,0.022254103
NR1I2,-3.146980662,0.002876069,0.949187294,0.010987280
KAT8,-2.681997119,0.002877128,0.999109808,0.022272039
ART1,-2.434138777,0.002877261,0.999732214,0.015173335
WDR76,-2.959842862,0.002878192,0.995586865,0.022279609
NANOS3,-2.923757204,0.002878831,0.955609929,0.011661946
SSU72,-2.879188926,0.002879877,0.997598419,0.022291590
KRTAP12-4,-2.843097807,0.002880462,0.945188866,0.010585163
STRIP2,-2.771442003,0.002880879,0.997931804,0.022298713
OR3A2,-2.869350090,0.002880946,0.966911629,0.013258462
CD14,-2.826044898,0.002881956,0.991818281,0.022144647
ANKRD18B,-2.689825039,0.002882083,0.955359832,0.011662102
SLC38A10,-2.889641337,0.002883245,0.994953969,0.022315534
SNAP91,-2.908419112,0.002884605,0.949379727,0.011007461
TOM1L2,-3.498984398,0.002885071,0.962326057,0.012701372
CT47A12,-2.387400973,0.002886079,0.999839192,0.022335675
HLTF,-2.922126539,0.002888037,0.994628709,0.022349591
C1orf167,-2.910704880,0.002890046,0.944714561,0.010658680
KDM4A,-2.736847227,0.002892226,0.998582978,0.022379365
MDH1,-2.944600398,0.002893306,0.996013996,0.022387042
CDC25C,-3.150315779,0.002893556,0.969297571,0.013906596
OR51L1,-1.883502373,0.002893663,0.999813147,0.022389580
NBL1,-3.024071120,0.002893777,0.978198892,0.015740796
ALOX5,-2.879222157,0.002893787,0.990743148,0.021461018
SEH1L,-2.155308545,0.002894554,0.999507407,0.022395910
OXCT2,-2.626570709,0.002896025,0.999287807,0.022406358
SLC41A1,-2.950543634,0.002896976,0.958702857,0.012164480
ARL10,-3.104005852,0.002898090,0.999453279,0.022421033
CD200R1,-1.747036066,0.002898446,0.939248892,0.010159254
SPON1,-2.780588391,0.002898682,0.996634717,0.022425241
B4GALNT2,-2.958509798,0.002898738,0.982576255,0.017178677
PORCN,-2.809906354,0.002899538,0.945180669,0.010671016
GFM1,-3.285119045,0.002900531,0.999311081,0.022438378
ARHGEF11,-2.670603237,0.002901202,0.944863564,0.010634028
ACOT12,-2.694184052,0.002902123,0.998041469,0.022449687
ORAI1,-2.239464363,0.002902163,0.999236318,0.022449968
RECK,-2.995013332,0.002903560,0.991017815,0.021669865
OR52N2,-2.829815548,0.002903797,0.964463935,0.012963640
APOBEC4,-2.897989164,0.002904260,0.985018458,0.018156334
ZFAT,-3.566864028,0.002907646,0.984751120,0.018479957
MX2,-2.643476613,0.002907721,0.999247121,0.022489449
PMM1,-2.799764139,0.002907880,0.897217887,0.007640831
PDZK1IP1,-3.060208331,0.002909880,0.988684600,0.020092269
RAET1E,-2.906318632,0.002911461,0.999757036,0.022516012
RNF144A,-2.861567559,0.002912312,0.999617830,0.022522054
IDH3B,-2.278267280,0.002913738,0.940403508,0.010280083
RASAL2,-2.548777084,0.002914876,0.956662813,0.011970924
RXFP3,-2.945925834,0.002914947,0.987452803,0.019380747
SLC22A13,-2.833127624,0.002916190,0.997669177,0.022549592
CRB1,-2.564692410,0.002916534,0.999295789,0.022552032
AMIGO2,-2.467624582,0.002916931,0.943816122,0.010589387
WDR64,-2.749486463,0.002917423,0.980666984,0.016632201
MS4A12,-2.653544676,0.002918000,0.985132214,0.018283346
ATCAY,-2.599376658,0.002918452,0.999444317,0.022565654
PGA3,-2.868113620,0.002920402,0.952014284,0.011427825
SPANXN5,-3.013579055,0.002920469,0.981124440,0.016765277
FAM192A,-2.741237857,0.002921280,0.963236302,0.012887557
OR6A2,-2.765824318,0.002922152,0.974882280,0.015065044
SAMSN1,-2.829806755,0.002923396,0.988595453,0.020132600
C2orf91,-2.826884565,0.002923422,0.954983189,0.011809980
OR7C1,-2.789662783,0.002924060,0.995151235,0.022605467
ARL4C,-2.892027134,0.002924719,0.972943075,0.014615843
L1TD1,-2.636276332,0.002924854,0.999369651,0.022611098
LCE2C,-2.311165930,0.002925517,0.942073826,0.010457640
HTRA3,-3.420742313,0.002926752,0.999231478,0.022624576
COL5A3,-3.350794351,0.002926969,0.998792689,0.022626110
FBXO41,-2.759101600,0.002927387,0.943638028,0.010613633
ELOVL4,-2.523584415,0.002928367,0.999728077,0.022636032
DDX42,-2.609605477,0.002928578,0.999078728,0.022637533
VTN,-2.983218112,0.002928804,0.969976133,0.014064283
FRG1,-2.770361043,0.002928965,0.977563631,0.015744158
CD24,-2.977695795,0.002930853,0.991365940,0.022216364
OAS3,-2.805120834,0.002931816,0.996768816,0.022660514
RFPL4B,-2.817979792,0.002933129,0.996833134,0.022669828
CBR1,-2.880181195,0.002936665,0.999694664,0.022694923
CORIN,-3.637349036,0.002939279,0.993765266,0.022713464
ZNF423,-3.002899058,0.002939825,0.983725496,0.017811605
TMEM108,-2.656659962,0.002940283,0.999039557,0.022720588
DHX33,-2.676742162,0.002941049,0.965488852,0.013297316
CFAP47,-2.973299909,0.002942879,0.975979872,0.015411551
NTRK3,-2.775147348,0.002950171,0.998752397,0.022790722
EZH1,-2.876554751,0.002951228,0.996702338,0.022798221
FCN2,-2.331366202,0.002953367,0.940467356,0.010453221
SLC29A1,-2.957284859,0.002956205,0.995789694,0.022833515
PDDC1,-2.757723951,0.002957171,0.944597518,0.010794868
KCNJ5,-2.860851434,0.002957313,0.995058240,0.022841371
ATP1A3,-2.629170651,0.002957970,0.995750727,0.022846030
GREB1,-2.842083651,0.002958818,0.993082599,0.022852039
ATG13,-2.876851733,0.002960252,0.996365295,0.022862205
MRPL15,-2.828377598,0.002961115,0.947292018,0.011108741
NIT1,-2.958630277,0.002961872,0.941624137,0.010626486
PLIN3,-2.380157195,0.002962536,0.941264831,0.010513519
TULP4,-3.019954277,0.002962609,0.954012552,0.011845243
ZNF276,-2.602897626,0.002965322,0.999469248,0.022898142
TGFBRAP1,-2.851476437,0.002965813,0.996735749,0.022901624
GPR89A,-3.147368249,0.002966449,0.972444748,0.014729256
C14orf142,-2.775244896,0.002966943,0.996675922,0.022909633
ITGB4,-2.890229835,0.002968146,0.974813984,0.015320005
TSPAN11,-2.813332899,0.002971745,0.980364739,0.016812642
PBRM1,-2.795896935,0.002971889,0.995674586,0.022944689
KRT5,-2.656460612,0.002971935,0.999156112,0.022945015
ZFAND6,-2.849872272,0.002972097,0.954837813,0.011934134
FKBP7,-2.824317084,0.002972099,0.987319378,0.019677876
